460
2
0,0.0,20.85291666666666,0.0,83.35166666666663
65537,83.35166666666663,-1000.0,20.85291666666666,-1000.0
196611,391.00641368509383,666.5211796698949,320.5225163320988,668.2787974520842
131074,-999.9999795199999,331.3633124760358,-999.68,333.34666641361196
262148,0.0,0.0,0.0,0.0
1,0.0,41.68583333333331,41.68583333333331,166.68333333333328
65536,41.68583333333331,10.436458333333329,0.0,41.68583333333331
131075,166.6811703533239,373.0090277696684,666.6733331590037,-999.9998975999999
196610,666.45999006769,-992.0,47.7730182144,332.5289660525959
262149,0.011200000000000002,0.0,0.0,0.0
2,0.0,-1000.0,83.35166666666663,333.3466666666666
65539,333.34666666666647,333.34666641431573,-999.9999999999894,333.3466666666666
131072,20.85291666666666,5.187906715742161,0.0,-999.9999991807999
196609,0.0,0.0,0.0,143.29345464319996
3,0.0,166.68333333333328,166.68333333333328,666.6733333333333
65538,0.0,0.0,0.0,0.0
131073,0.0,0.0,0.0,0.0
196608,10.430622349840755,0.2979061699700558,0.0,0.0128
4,0.0,333.3466666666666,333.3466666666666,333.3466666666666
65541,0.0,0.0,0.0,0.0
262144,4.034937243689663,0.0,0.0,0.0
5,0.0,-1000.0,666.6733333333333,0.0
65540,666.6733333333333,-1000.0,166.68333333333328,-1000.0
262146,0.0,0.0,0.0,0.0
131076,0.0,0.0,0.0,0.0
196613,0.0,0.008,400.00320000000005,0.0
262147,367.23858365729996,0.0,-800.0,-998.4
196612,0.0,-800.0,334.47597993411284,0.008
