5520
125
0,0.0,165.0000000091811,0.0,165.0
65537,0.0,0.0,0.0,0.0
196611,165.0000000000715,0.0,39.758983792191195,0.0
131074,0.0,0.0,0.0,0.0
65536,83.26938419577377,332.00000000004025,0.0,-1000.0
1,0.0,-1000.0,111.72848000000374,332.0
131075,332.0,81.5000000019451,-1000.0,0.0
196610,-999.99999983616,0.0,-999.9994879999999,81.50140841564148
131072,165.00055368913826,165.00001896706792,0.0,666.0000000000149
2,0.0,165.0,165.0,666.0
65539,666.0,165.0,165.0,0.0
196609,0.0,0.0,0.0,0.0
3,0.0,332.0,332.0,0.0
65538,332.0,-1000.0,-1000.0,332.0
131073,-1000.0,-1000.0,332.00000000002774,-1000.0
196608,332.00000147461964,0.0,0.0,-1000.0
